"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 21 00:31:14 UTC 2026","Sat Mar 21 00:31:14 UTC 2026","211","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"failed","Sat Mar 21 00:31:14 UTC 2026","Sat Mar 21 00:31:20 UTC 2026","5136","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"passed","Sat Mar 21 00:29:58 UTC 2026","Sat Mar 21 00:29:59 UTC 2026","1162","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"failed","Sat Mar 21 00:30:17 UTC 2026","Sat Mar 21 00:31:14 UTC 2026","56923","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"failed","Sat Mar 21 00:30:04 UTC 2026","Sat Mar 21 00:30:09 UTC 2026","5092","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"passed","Sat Mar 21 00:29:57 UTC 2026","Sat Mar 21 00:29:58 UTC 2026","241","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"passed","Sat Mar 21 00:31:20 UTC 2026","Sat Mar 21 00:31:20 UTC 2026","87","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"failed","Sat Mar 21 00:30:11 UTC 2026","Sat Mar 21 00:30:17 UTC 2026","6050","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"passed","Sat Mar 21 00:30:09 UTC 2026","Sat Mar 21 00:30:09 UTC 2026","206","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"passed","Sat Mar 21 00:30:10 UTC 2026","Sat Mar 21 00:30:11 UTC 2026","1197","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"passed","Sat Mar 21 00:30:09 UTC 2026","Sat Mar 21 00:30:10 UTC 2026","239","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"broken","Sat Mar 21 00:31:20 UTC 2026","Sat Mar 21 00:31:50 UTC 2026","30056","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"passed","Sat Mar 21 00:29:57 UTC 2026","Sat Mar 21 00:29:57 UTC 2026","410","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"failed","Sat Mar 21 00:29:59 UTC 2026","Sat Mar 21 00:30:04 UTC 2026","5105","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"passed","Sat Mar 21 00:31:14 UTC 2026","Sat Mar 21 00:31:14 UTC 2026","149","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"passed","Sat Mar 21 00:30:04 UTC 2026","Sat Mar 21 00:30:04 UTC 2026","219","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
