"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 11 00:28:47 UTC 2026","Wed Mar 11 00:28:48 UTC 2026","1196","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"passed","Wed Mar 11 00:28:11 UTC 2026","Wed Mar 11 00:28:12 UTC 2026","198","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"broken","Wed Mar 11 00:28:17 UTC 2026","Wed Mar 11 00:28:47 UTC 2026","30003","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"passed","Wed Mar 11 00:28:09 UTC 2026","Wed Mar 11 00:28:10 UTC 2026","224","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"failed","Wed Mar 11 00:28:12 UTC 2026","Wed Mar 11 00:28:17 UTC 2026","5091","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"failed","Wed Mar 11 00:29:45 UTC 2026","Wed Mar 11 00:29:45 UTC 2026","0","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"passed","Wed Mar 11 00:28:11 UTC 2026","Wed Mar 11 00:28:11 UTC 2026","197","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"failed","Wed Mar 11 00:30:50 UTC 2026","Wed Mar 11 00:30:50 UTC 2026","0","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"passed","Wed Mar 11 00:28:48 UTC 2026","Wed Mar 11 00:28:49 UTC 2026","1043","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"broken","Wed Mar 11 00:30:55 UTC 2026","Wed Mar 11 00:31:25 UTC 2026","30002","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"passed","Wed Mar 11 00:28:11 UTC 2026","Wed Mar 11 00:28:11 UTC 2026","213","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"broken","Wed Mar 11 00:30:20 UTC 2026","Wed Mar 11 00:30:50 UTC 2026","30003","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"passed","Wed Mar 11 00:28:10 UTC 2026","Wed Mar 11 00:28:10 UTC 2026","253","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"broken","Wed Mar 11 00:29:50 UTC 2026","Wed Mar 11 00:30:20 UTC 2026","30002","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"passed","Wed Mar 11 00:28:10 UTC 2026","Wed Mar 11 00:28:11 UTC 2026","1159","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"failed","Wed Mar 11 00:28:49 UTC 2026","Wed Mar 11 00:29:45 UTC 2026","55422","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
