"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Mar 03 00:45:28 UTC 2026","Tue Mar 03 00:45:58 UTC 2026","30028","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"failed","Tue Mar 03 00:50:00 UTC 2026","Tue Mar 03 00:50:56 UTC 2026","56045","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"broken","Tue Mar 03 00:49:30 UTC 2026","Tue Mar 03 00:50:00 UTC 2026","30002","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"broken","Tue Mar 03 00:47:59 UTC 2026","Tue Mar 03 00:48:29 UTC 2026","30022","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"broken","Tue Mar 03 00:48:29 UTC 2026","Tue Mar 03 00:48:59 UTC 2026","30002","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"broken","Tue Mar 03 00:51:26 UTC 2026","Tue Mar 03 00:51:56 UTC 2026","30003","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"broken","Tue Mar 03 00:45:58 UTC 2026","Tue Mar 03 00:46:28 UTC 2026","30002","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"broken","Tue Mar 03 00:52:56 UTC 2026","Tue Mar 03 00:53:26 UTC 2026","30003","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"broken","Tue Mar 03 00:52:26 UTC 2026","Tue Mar 03 00:52:26 UTC 2026","0","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"broken","Tue Mar 03 00:47:29 UTC 2026","Tue Mar 03 00:47:59 UTC 2026","30026","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"broken","Tue Mar 03 00:51:56 UTC 2026","Tue Mar 03 00:52:26 UTC 2026","30003","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"broken","Tue Mar 03 00:48:59 UTC 2026","Tue Mar 03 00:49:29 UTC 2026","30024","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"broken","Tue Mar 03 00:46:59 UTC 2026","Tue Mar 03 00:47:29 UTC 2026","30024","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"broken","Tue Mar 03 00:46:29 UTC 2026","Tue Mar 03 00:46:59 UTC 2026","30026","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"broken","Tue Mar 03 00:50:56 UTC 2026","Tue Mar 03 00:50:56 UTC 2026","0","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"failed","Tue Mar 03 00:45:23 UTC 2026","Tue Mar 03 00:45:28 UTC 2026","5694","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
