"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Sep 08 00:38:31 UTC 2026","Tue Sep 08 00:39:01 UTC 2026","30004","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"broken","Tue Sep 08 00:39:09 UTC 2026","Tue Sep 08 00:39:39 UTC 2026","30002","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"passed","Tue Sep 08 00:39:40 UTC 2026","Tue Sep 08 00:39:41 UTC 2026","1861","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"passed","Tue Sep 08 00:38:24 UTC 2026","Tue Sep 08 00:38:26 UTC 2026","1600","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"failed","Tue Sep 08 00:39:04 UTC 2026","Tue Sep 08 00:39:09 UTC 2026","5525","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"failed","Tue Sep 08 00:39:43 UTC 2026","Tue Sep 08 00:40:39 UTC 2026","56232","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"passed","Tue Sep 08 00:39:03 UTC 2026","Tue Sep 08 00:39:04 UTC 2026","747","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"passed","Tue Sep 08 00:39:41 UTC 2026","Tue Sep 08 00:39:43 UTC 2026","1056","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"broken","Tue Sep 08 00:41:14 UTC 2026","Tue Sep 08 00:41:45 UTC 2026","30003","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"failed","Tue Sep 08 00:40:39 UTC 2026","Tue Sep 08 00:40:39 UTC 2026","0","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"broken","Tue Sep 08 00:40:44 UTC 2026","Tue Sep 08 00:41:14 UTC 2026","30003","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"passed","Tue Sep 08 00:39:02 UTC 2026","Tue Sep 08 00:39:03 UTC 2026","748","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"broken","Tue Sep 08 00:41:50 UTC 2026","Tue Sep 08 00:42:20 UTC 2026","30002","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"failed","Tue Sep 08 00:41:45 UTC 2026","Tue Sep 08 00:41:45 UTC 2026","0","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"passed","Tue Sep 08 00:39:02 UTC 2026","Tue Sep 08 00:39:02 UTC 2026","874","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"failed","Tue Sep 08 00:38:26 UTC 2026","Tue Sep 08 00:38:31 UTC 2026","5563","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
