"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Feb 25 00:47:32 UTC 2026","Wed Feb 25 00:47:37 UTC 2026","5794","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"failed","Wed Feb 25 00:48:11 UTC 2026","Wed Feb 25 00:48:17 UTC 2026","5741","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"broken","Wed Feb 25 00:50:08 UTC 2026","Wed Feb 25 00:50:38 UTC 2026","30002","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"passed","Wed Feb 25 00:48:08 UTC 2026","Wed Feb 25 00:48:09 UTC 2026","1136","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"passed","Wed Feb 25 00:48:09 UTC 2026","Wed Feb 25 00:48:10 UTC 2026","1114","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"failed","Wed Feb 25 00:50:02 UTC 2026","Wed Feb 25 00:50:02 UTC 2026","0","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"passed","Wed Feb 25 00:47:29 UTC 2026","Wed Feb 25 00:47:32 UTC 2026","2259","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"broken","Wed Feb 25 00:47:37 UTC 2026","Wed Feb 25 00:48:07 UTC 2026","30003","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"broken","Wed Feb 25 00:49:01 UTC 2026","Wed Feb 25 00:49:31 UTC 2026","30002","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"broken","Wed Feb 25 00:48:53 UTC 2026","Wed Feb 25 00:48:56 UTC 2026","2872","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"broken","Wed Feb 25 00:49:32 UTC 2026","Wed Feb 25 00:50:02 UTC 2026","30003","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"passed","Wed Feb 25 00:48:10 UTC 2026","Wed Feb 25 00:48:11 UTC 2026","1114","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"failed","Wed Feb 25 00:48:56 UTC 2026","Wed Feb 25 00:48:56 UTC 2026","0","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"passed","Wed Feb 25 00:48:49 UTC 2026","Wed Feb 25 00:48:53 UTC 2026","3907","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"broken","Wed Feb 25 00:48:17 UTC 2026","Wed Feb 25 00:48:47 UTC 2026","30002","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"passed","Wed Feb 25 00:48:47 UTC 2026","Wed Feb 25 00:48:49 UTC 2026","2101","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
