"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 10 00:28:35 UTC 2026","Tue Mar 10 00:28:36 UTC 2026","586","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"failed","Tue Mar 10 00:28:38 UTC 2026","Tue Mar 10 00:28:43 UTC 2026","5094","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"failed","Tue Mar 10 00:28:36 UTC 2026","Tue Mar 10 00:28:36 UTC 2026","485","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"passed","Tue Mar 10 00:29:13 UTC 2026","Tue Mar 10 00:29:14 UTC 2026","1196","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"failed","Tue Mar 10 00:29:15 UTC 2026","Tue Mar 10 00:30:11 UTC 2026","56066","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"broken","Tue Mar 10 00:28:43 UTC 2026","Tue Mar 10 00:29:13 UTC 2026","30003","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"broken","Tue Mar 10 00:31:22 UTC 2026","Tue Mar 10 00:31:52 UTC 2026","30002","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"passed","Tue Mar 10 00:28:36 UTC 2026","Tue Mar 10 00:28:37 UTC 2026","1168","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"passed","Tue Mar 10 00:28:37 UTC 2026","Tue Mar 10 00:28:38 UTC 2026","196","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"broken","Tue Mar 10 00:30:47 UTC 2026","Tue Mar 10 00:31:17 UTC 2026","30002","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"broken","Tue Mar 10 00:30:17 UTC 2026","Tue Mar 10 00:30:47 UTC 2026","30003","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"passed","Tue Mar 10 00:29:14 UTC 2026","Tue Mar 10 00:29:15 UTC 2026","1052","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"passed","Tue Mar 10 00:28:38 UTC 2026","Tue Mar 10 00:28:38 UTC 2026","198","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"passed","Tue Mar 10 00:28:38 UTC 2026","Tue Mar 10 00:28:38 UTC 2026","196","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"failed","Tue Mar 10 00:30:11 UTC 2026","Tue Mar 10 00:30:11 UTC 2026","0","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"failed","Tue Mar 10 00:31:17 UTC 2026","Tue Mar 10 00:31:17 UTC 2026","0","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
