"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Mar 08 00:31:58 UTC 2026","Sun Mar 08 00:32:03 UTC 2026","5096","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"failed","Sun Mar 08 00:31:53 UTC 2026","Sun Mar 08 00:31:58 UTC 2026","5108","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"broken","Sun Mar 08 00:34:48 UTC 2026","Sun Mar 08 00:35:18 UTC 2026","30003","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"failed","Sun Mar 08 00:32:41 UTC 2026","Sun Mar 08 00:33:37 UTC 2026","56322","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"broken","Sun Mar 08 00:32:03 UTC 2026","Sun Mar 08 00:32:33 UTC 2026","30003","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"passed","Sun Mar 08 00:31:53 UTC 2026","Sun Mar 08 00:31:53 UTC 2026","217","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"failed","Sun Mar 08 00:31:48 UTC 2026","Sun Mar 08 00:31:53 UTC 2026","5088","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"failed","Sun Mar 08 00:32:35 UTC 2026","Sun Mar 08 00:32:41 UTC 2026","6049","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"failed","Sun Mar 08 00:31:46 UTC 2026","Sun Mar 08 00:31:47 UTC 2026","484","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"passed","Sun Mar 08 00:31:47 UTC 2026","Sun Mar 08 00:31:48 UTC 2026","1167","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"broken","Sun Mar 08 00:34:12 UTC 2026","Sun Mar 08 00:34:42 UTC 2026","30002","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"broken","Sun Mar 08 00:33:42 UTC 2026","Sun Mar 08 00:34:12 UTC 2026","30002","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"failed","Sun Mar 08 00:34:43 UTC 2026","Sun Mar 08 00:34:43 UTC 2026","0","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"passed","Sun Mar 08 00:31:45 UTC 2026","Sun Mar 08 00:31:46 UTC 2026","988","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"failed","Sun Mar 08 00:33:37 UTC 2026","Sun Mar 08 00:33:37 UTC 2026","0","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"passed","Sun Mar 08 00:32:34 UTC 2026","Sun Mar 08 00:32:35 UTC 2026","1193","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
