"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 12 00:28:11 UTC 2026","Thu Mar 12 00:28:11 UTC 2026","192","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"passed","Thu Mar 12 00:26:59 UTC 2026","Thu Mar 12 00:26:59 UTC 2026","196","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"passed","Thu Mar 12 00:27:01 UTC 2026","Thu Mar 12 00:27:02 UTC 2026","1052","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"passed","Thu Mar 12 00:27:58 UTC 2026","Thu Mar 12 00:27:58 UTC 2026","148","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"passed","Thu Mar 12 00:27:58 UTC 2026","Thu Mar 12 00:27:58 UTC 2026","209","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"passed","Thu Mar 12 00:26:58 UTC 2026","Thu Mar 12 00:26:59 UTC 2026","193","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"passed","Thu Mar 12 00:26:57 UTC 2026","Thu Mar 12 00:26:58 UTC 2026","1164","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"passed","Thu Mar 12 00:26:59 UTC 2026","Thu Mar 12 00:26:59 UTC 2026","237","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"passed","Thu Mar 12 00:26:59 UTC 2026","Thu Mar 12 00:26:59 UTC 2026","200","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"passed","Thu Mar 12 00:26:56 UTC 2026","Thu Mar 12 00:26:57 UTC 2026","1242","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"passed","Thu Mar 12 00:26:57 UTC 2026","Thu Mar 12 00:26:57 UTC 2026","245","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"passed","Thu Mar 12 00:26:59 UTC 2026","Thu Mar 12 00:26:59 UTC 2026","203","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"passed","Thu Mar 12 00:26:59 UTC 2026","Thu Mar 12 00:27:01 UTC 2026","1197","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"passed","Thu Mar 12 00:27:58 UTC 2026","Thu Mar 12 00:28:10 UTC 2026","12199","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"failed","Thu Mar 12 00:27:02 UTC 2026","Thu Mar 12 00:27:58 UTC 2026","55894","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"passed","Thu Mar 12 00:28:11 UTC 2026","Thu Mar 12 00:28:11 UTC 2026","88","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
