"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 02 00:46:39 UTC 2026","Mon Feb 02 00:46:42 UTC 2026","2910","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"passed","Mon Feb 02 00:47:25 UTC 2026","Mon Feb 02 00:47:25 UTC 2026","663","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"passed","Mon Feb 02 00:47:22 UTC 2026","Mon Feb 02 00:47:25 UTC 2026","2315","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"passed","Mon Feb 02 00:46:34 UTC 2026","Mon Feb 02 00:46:36 UTC 2026","1998","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"passed","Mon Feb 02 00:47:04 UTC 2026","Mon Feb 02 00:47:21 UTC 2026","17064","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"broken","Mon Feb 02 00:45:59 UTC 2026","Mon Feb 02 00:46:29 UTC 2026","30003","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"passed","Mon Feb 02 00:46:31 UTC 2026","Mon Feb 02 00:46:32 UTC 2026","1646","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"passed","Mon Feb 02 00:46:36 UTC 2026","Mon Feb 02 00:46:39 UTC 2026","2966","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"passed","Mon Feb 02 00:45:50 UTC 2026","Mon Feb 02 00:45:53 UTC 2026","2830","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"passed","Mon Feb 02 00:47:03 UTC 2026","Mon Feb 02 00:47:04 UTC 2026","226","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"passed","Mon Feb 02 00:46:36 UTC 2026","Mon Feb 02 00:46:36 UTC 2026","255","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"passed","Mon Feb 02 00:46:32 UTC 2026","Mon Feb 02 00:46:34 UTC 2026","1628","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"passed","Mon Feb 02 00:46:29 UTC 2026","Mon Feb 02 00:46:31 UTC 2026","1664","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"passed","Mon Feb 02 00:46:42 UTC 2026","Mon Feb 02 00:47:01 UTC 2026","19053","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"failed","Mon Feb 02 00:45:53 UTC 2026","Mon Feb 02 00:45:59 UTC 2026","6280","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"passed","Mon Feb 02 00:47:03 UTC 2026","Mon Feb 02 00:47:03 UTC 2026","395","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
