"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Feb 04 00:41:50 UTC 2026","Wed Feb 04 00:42:20 UTC 2026","30002","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"passed","Wed Feb 04 00:42:22 UTC 2026","Wed Feb 04 00:42:23 UTC 2026","1598","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"passed","Wed Feb 04 00:41:41 UTC 2026","Wed Feb 04 00:41:44 UTC 2026","2728","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"passed","Wed Feb 04 00:42:30 UTC 2026","Wed Feb 04 00:42:33 UTC 2026","2894","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"passed","Wed Feb 04 00:42:23 UTC 2026","Wed Feb 04 00:42:25 UTC 2026","1598","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"passed","Wed Feb 04 00:43:09 UTC 2026","Wed Feb 04 00:43:12 UTC 2026","2293","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"passed","Wed Feb 04 00:42:27 UTC 2026","Wed Feb 04 00:42:30 UTC 2026","2946","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"passed","Wed Feb 04 00:43:12 UTC 2026","Wed Feb 04 00:43:12 UTC 2026","631","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"passed","Wed Feb 04 00:42:25 UTC 2026","Wed Feb 04 00:42:27 UTC 2026","1962","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"passed","Wed Feb 04 00:42:20 UTC 2026","Wed Feb 04 00:42:22 UTC 2026","1622","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"failed","Wed Feb 04 00:41:44 UTC 2026","Wed Feb 04 00:41:50 UTC 2026","6251","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"passed","Wed Feb 04 00:42:27 UTC 2026","Wed Feb 04 00:42:27 UTC 2026","229","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"passed","Wed Feb 04 00:42:33 UTC 2026","Wed Feb 04 00:42:48 UTC 2026","15470","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"passed","Wed Feb 04 00:42:51 UTC 2026","Wed Feb 04 00:43:08 UTC 2026","16949","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"passed","Wed Feb 04 00:42:50 UTC 2026","Wed Feb 04 00:42:50 UTC 2026","406","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"passed","Wed Feb 04 00:42:50 UTC 2026","Wed Feb 04 00:42:51 UTC 2026","218","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
