"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 26 00:41:27 UTC 2026","Mon Jan 26 00:41:28 UTC 2026","246","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"passed","Mon Jan 26 00:41:24 UTC 2026","Mon Jan 26 00:41:25 UTC 2026","1598","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"passed","Mon Jan 26 00:41:53 UTC 2026","Mon Jan 26 00:41:53 UTC 2026","223","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"broken","Mon Jan 26 00:40:50 UTC 2026","Mon Jan 26 00:41:20 UTC 2026","30003","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"passed","Mon Jan 26 00:41:30 UTC 2026","Mon Jan 26 00:41:33 UTC 2026","2909","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"passed","Mon Jan 26 00:41:22 UTC 2026","Mon Jan 26 00:41:24 UTC 2026","1597","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"passed","Mon Jan 26 00:41:25 UTC 2026","Mon Jan 26 00:41:27 UTC 2026","1961","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"passed","Mon Jan 26 00:41:33 UTC 2026","Mon Jan 26 00:41:51 UTC 2026","17389","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"failed","Mon Jan 26 00:40:44 UTC 2026","Mon Jan 26 00:40:50 UTC 2026","6249","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"passed","Mon Jan 26 00:41:21 UTC 2026","Mon Jan 26 00:41:22 UTC 2026","1619","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"passed","Mon Jan 26 00:40:41 UTC 2026","Mon Jan 26 00:40:44 UTC 2026","2632","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"passed","Mon Jan 26 00:41:52 UTC 2026","Mon Jan 26 00:41:53 UTC 2026","402","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"passed","Mon Jan 26 00:42:11 UTC 2026","Mon Jan 26 00:42:14 UTC 2026","2282","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"passed","Mon Jan 26 00:41:53 UTC 2026","Mon Jan 26 00:42:10 UTC 2026","16848","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"passed","Mon Jan 26 00:41:28 UTC 2026","Mon Jan 26 00:41:30 UTC 2026","2863","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"passed","Mon Jan 26 00:42:14 UTC 2026","Mon Jan 26 00:42:14 UTC 2026","642","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
