"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Sep 08 00:36:13 UTC 2026","Tue Sep 08 00:36:43 UTC 2026","30003","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"broken","Tue Sep 08 00:34:09 UTC 2026","Tue Sep 08 00:34:39 UTC 2026","30002","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"broken","Tue Sep 08 00:36:48 UTC 2026","Tue Sep 08 00:37:18 UTC 2026","30001","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"passed","Tue Sep 08 00:34:03 UTC 2026","Tue Sep 08 00:34:03 UTC 2026","283","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"passed","Tue Sep 08 00:34:03 UTC 2026","Tue Sep 08 00:34:03 UTC 2026","280","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"passed","Tue Sep 08 00:33:27 UTC 2026","Tue Sep 08 00:33:27 UTC 2026","555","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"failed","Tue Sep 08 00:35:37 UTC 2026","Tue Sep 08 00:35:37 UTC 2026","0","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"failed","Tue Sep 08 00:33:27 UTC 2026","Tue Sep 08 00:33:32 UTC 2026","5175","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"failed","Tue Sep 08 00:36:43 UTC 2026","Tue Sep 08 00:36:43 UTC 2026","0","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"passed","Tue Sep 08 00:34:39 UTC 2026","Tue Sep 08 00:34:40 UTC 2026","1527","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"broken","Tue Sep 08 00:33:32 UTC 2026","Tue Sep 08 00:34:02 UTC 2026","30003","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"passed","Tue Sep 08 00:34:40 UTC 2026","Tue Sep 08 00:34:41 UTC 2026","1054","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"failed","Tue Sep 08 00:34:03 UTC 2026","Tue Sep 08 00:34:09 UTC 2026","5125","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"failed","Tue Sep 08 00:34:41 UTC 2026","Tue Sep 08 00:35:37 UTC 2026","55987","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"passed","Tue Sep 08 00:34:03 UTC 2026","Tue Sep 08 00:34:03 UTC 2026","230","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"broken","Tue Sep 08 00:35:42 UTC 2026","Tue Sep 08 00:36:12 UTC 2026","30001","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
