"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Mar 22 00:33:06 UTC 2026","Sun Mar 22 00:33:11 UTC 2026","5107","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"broken","Sun Mar 22 00:35:17 UTC 2026","Sun Mar 22 00:35:47 UTC 2026","30002","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"passed","Sun Mar 22 00:33:05 UTC 2026","Sun Mar 22 00:33:05 UTC 2026","274","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"passed","Sun Mar 22 00:35:01 UTC 2026","Sun Mar 22 00:35:01 UTC 2026","210","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"failed","Sun Mar 22 00:33:17 UTC 2026","Sun Mar 22 00:33:22 UTC 2026","5096","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"passed","Sun Mar 22 00:35:01 UTC 2026","Sun Mar 22 00:35:01 UTC 2026","142","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"failed","Sun Mar 22 00:35:12 UTC 2026","Sun Mar 22 00:35:12 UTC 2026","0","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"failed","Sun Mar 22 00:33:22 UTC 2026","Sun Mar 22 00:33:27 UTC 2026","5095","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"failed","Sun Mar 22 00:35:01 UTC 2026","Sun Mar 22 00:35:12 UTC 2026","10651","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"broken","Sun Mar 22 00:33:27 UTC 2026","Sun Mar 22 00:33:57 UTC 2026","30003","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"passed","Sun Mar 22 00:33:05 UTC 2026","Sun Mar 22 00:33:06 UTC 2026","1170","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"passed","Sun Mar 22 00:33:05 UTC 2026","Sun Mar 22 00:33:05 UTC 2026","250","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"failed","Sun Mar 22 00:33:12 UTC 2026","Sun Mar 22 00:33:17 UTC 2026","5094","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"passed","Sun Mar 22 00:33:57 UTC 2026","Sun Mar 22 00:33:58 UTC 2026","1119","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"failed","Sun Mar 22 00:34:04 UTC 2026","Sun Mar 22 00:35:00 UTC 2026","55916","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"failed","Sun Mar 22 00:33:58 UTC 2026","Sun Mar 22 00:34:04 UTC 2026","6054","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
