"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 07 00:36:21 UTC 2026","Mon Sep 07 00:36:22 UTC 2026","814","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"failed","Mon Sep 07 00:36:22 UTC 2026","Mon Sep 07 00:36:27 UTC 2026","5187","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"broken","Mon Sep 07 00:37:03 UTC 2026","Mon Sep 07 00:37:33 UTC 2026","30002","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"broken","Mon Sep 07 00:38:38 UTC 2026","Mon Sep 07 00:39:08 UTC 2026","30002","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"failed","Mon Sep 07 00:38:33 UTC 2026","Mon Sep 07 00:38:33 UTC 2026","0","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"failed","Mon Sep 07 00:39:38 UTC 2026","Mon Sep 07 00:39:38 UTC 2026","0","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"passed","Mon Sep 07 00:37:34 UTC 2026","Mon Sep 07 00:37:35 UTC 2026","1267","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"broken","Mon Sep 07 00:39:43 UTC 2026","Mon Sep 07 00:40:13 UTC 2026","30003","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"passed","Mon Sep 07 00:36:58 UTC 2026","Mon Sep 07 00:36:58 UTC 2026","265","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"failed","Mon Sep 07 00:37:36 UTC 2026","Mon Sep 07 00:38:33 UTC 2026","56919","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"passed","Mon Sep 07 00:36:57 UTC 2026","Mon Sep 07 00:36:58 UTC 2026","276","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"broken","Mon Sep 07 00:36:27 UTC 2026","Mon Sep 07 00:36:57 UTC 2026","30004","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"failed","Mon Sep 07 00:36:58 UTC 2026","Mon Sep 07 00:37:03 UTC 2026","5175","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"broken","Mon Sep 07 00:39:08 UTC 2026","Mon Sep 07 00:39:38 UTC 2026","30002","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"passed","Mon Sep 07 00:36:58 UTC 2026","Mon Sep 07 00:36:58 UTC 2026","247","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"passed","Mon Sep 07 00:37:35 UTC 2026","Mon Sep 07 00:37:36 UTC 2026","1054","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
