"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 21 16:33:19 UTC 2026","Wed Jan 21 16:33:36 UTC 2026","16931","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"passed","Wed Jan 21 16:33:40 UTC 2026","Wed Jan 21 16:33:41 UTC 2026","659","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"passed","Wed Jan 21 16:33:38 UTC 2026","Wed Jan 21 16:33:40 UTC 2026","2284","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"passed","Wed Jan 21 16:32:56 UTC 2026","Wed Jan 21 16:32:57 UTC 2026","1613","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"passed","Wed Jan 21 16:32:49 UTC 2026","Wed Jan 21 16:32:51 UTC 2026","1734","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"passed","Wed Jan 21 16:32:51 UTC 2026","Wed Jan 21 16:32:52 UTC 2026","1400","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"passed","Wed Jan 21 16:32:47 UTC 2026","Wed Jan 21 16:32:49 UTC 2026","2665","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"passed","Wed Jan 21 16:33:19 UTC 2026","Wed Jan 21 16:33:19 UTC 2026","213","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"passed","Wed Jan 21 16:32:59 UTC 2026","Wed Jan 21 16:32:59 UTC 2026","231","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"passed","Wed Jan 21 16:33:19 UTC 2026","Wed Jan 21 16:33:19 UTC 2026","391","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"passed","Wed Jan 21 16:32:59 UTC 2026","Wed Jan 21 16:33:02 UTC 2026","2583","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"passed","Wed Jan 21 16:33:03 UTC 2026","Wed Jan 21 16:33:17 UTC 2026","14028","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"passed","Wed Jan 21 16:33:02 UTC 2026","Wed Jan 21 16:33:03 UTC 2026","1052","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"passed","Wed Jan 21 16:32:57 UTC 2026","Wed Jan 21 16:32:59 UTC 2026","1707","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"passed","Wed Jan 21 16:32:52 UTC 2026","Wed Jan 21 16:32:54 UTC 2026","1601","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"passed","Wed Jan 21 16:32:54 UTC 2026","Wed Jan 21 16:32:56 UTC 2026","1597","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
