"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Mar 05 00:46:37 UTC 2026","Thu Mar 05 00:47:07 UTC 2026","30024","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"broken","Thu Mar 05 00:45:36 UTC 2026","Thu Mar 05 00:46:06 UTC 2026","30026","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"broken","Thu Mar 05 00:51:34 UTC 2026","Thu Mar 05 00:51:34 UTC 2026","0","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"broken","Thu Mar 05 00:48:07 UTC 2026","Thu Mar 05 00:48:37 UTC 2026","30023","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"failed","Thu Mar 05 00:44:31 UTC 2026","Thu Mar 05 00:44:36 UTC 2026","5169","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"broken","Thu Mar 05 00:52:04 UTC 2026","Thu Mar 05 00:52:34 UTC 2026","30002","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"broken","Thu Mar 05 00:50:34 UTC 2026","Thu Mar 05 00:51:04 UTC 2026","30001","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"broken","Thu Mar 05 00:45:06 UTC 2026","Thu Mar 05 00:45:36 UTC 2026","30002","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"broken","Thu Mar 05 00:50:04 UTC 2026","Thu Mar 05 00:50:04 UTC 2026","0","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"failed","Thu Mar 05 00:49:08 UTC 2026","Thu Mar 05 00:50:04 UTC 2026","55995","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"broken","Thu Mar 05 00:47:37 UTC 2026","Thu Mar 05 00:48:07 UTC 2026","30002","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"broken","Thu Mar 05 00:47:07 UTC 2026","Thu Mar 05 00:47:37 UTC 2026","30022","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"broken","Thu Mar 05 00:51:04 UTC 2026","Thu Mar 05 00:51:34 UTC 2026","30002","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"broken","Thu Mar 05 00:44:36 UTC 2026","Thu Mar 05 00:45:06 UTC 2026","30025","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"broken","Thu Mar 05 00:46:07 UTC 2026","Thu Mar 05 00:46:37 UTC 2026","30023","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"broken","Thu Mar 05 00:48:37 UTC 2026","Thu Mar 05 00:49:07 UTC 2026","30002","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
