"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Feb 22 00:46:54 UTC 2026","Sun Feb 22 00:46:56 UTC 2026","1684","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"broken","Sun Feb 22 00:49:08 UTC 2026","Sun Feb 22 00:49:08 UTC 2026","0","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"failed","Sun Feb 22 00:46:59 UTC 2026","Sun Feb 22 00:47:06 UTC 2026","7023","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"broken","Sun Feb 22 00:47:11 UTC 2026","Sun Feb 22 00:47:42 UTC 2026","30471","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"broken","Sun Feb 22 00:46:24 UTC 2026","Sun Feb 22 00:46:54 UTC 2026","30003","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"passed","Sun Feb 22 00:49:39 UTC 2026","Sun Feb 22 00:49:40 UTC 2026","487","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"passed","Sun Feb 22 00:46:56 UTC 2026","Sun Feb 22 00:46:57 UTC 2026","1664","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"failed","Sun Feb 22 00:46:18 UTC 2026","Sun Feb 22 00:46:24 UTC 2026","6322","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"passed","Sun Feb 22 00:46:57 UTC 2026","Sun Feb 22 00:46:59 UTC 2026","1665","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"broken","Sun Feb 22 00:50:15 UTC 2026","Sun Feb 22 00:50:45 UTC 2026","30003","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"broken","Sun Feb 22 00:49:45 UTC 2026","Sun Feb 22 00:49:45 UTC 2026","0","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"failed","Sun Feb 22 00:48:12 UTC 2026","Sun Feb 22 00:49:08 UTC 2026","56111","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"failed","Sun Feb 22 00:47:06 UTC 2026","Sun Feb 22 00:47:11 UTC 2026","5134","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"failed","Sun Feb 22 00:49:40 UTC 2026","Sun Feb 22 00:49:45 UTC 2026","5134","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"broken","Sun Feb 22 00:47:42 UTC 2026","Sun Feb 22 00:48:12 UTC 2026","30002","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"passed","Sun Feb 22 00:46:14 UTC 2026","Sun Feb 22 00:46:17 UTC 2026","3065","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
