"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Mar 28 00:34:19 UTC 2026","Sat Mar 28 00:34:19 UTC 2026","0","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"failed","Sat Mar 28 00:33:23 UTC 2026","Sat Mar 28 00:34:19 UTC 2026","55946","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"passed","Sat Mar 28 00:32:43 UTC 2026","Sat Mar 28 00:32:43 UTC 2026","523","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"passed","Sat Mar 28 00:32:43 UTC 2026","Sat Mar 28 00:32:44 UTC 2026","494","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"passed","Sat Mar 28 00:33:21 UTC 2026","Sat Mar 28 00:33:22 UTC 2026","1203","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"passed","Sat Mar 28 00:32:45 UTC 2026","Sat Mar 28 00:32:46 UTC 2026","199","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"broken","Sat Mar 28 00:32:51 UTC 2026","Sat Mar 28 00:33:21 UTC 2026","30003","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"failed","Sat Mar 28 00:32:46 UTC 2026","Sat Mar 28 00:32:51 UTC 2026","5093","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"broken","Sat Mar 28 00:34:24 UTC 2026","Sat Mar 28 00:34:54 UTC 2026","30003","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"broken","Sat Mar 28 00:35:30 UTC 2026","Sat Mar 28 00:36:00 UTC 2026","30002","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"passed","Sat Mar 28 00:32:44 UTC 2026","Sat Mar 28 00:32:45 UTC 2026","1158","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"passed","Sat Mar 28 00:32:46 UTC 2026","Sat Mar 28 00:32:46 UTC 2026","214","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"failed","Sat Mar 28 00:35:25 UTC 2026","Sat Mar 28 00:35:25 UTC 2026","0","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"passed","Sat Mar 28 00:32:45 UTC 2026","Sat Mar 28 00:32:45 UTC 2026","212","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"broken","Sat Mar 28 00:34:55 UTC 2026","Sat Mar 28 00:35:25 UTC 2026","30002","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"passed","Sat Mar 28 00:33:22 UTC 2026","Sat Mar 28 00:33:23 UTC 2026","1047","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
