"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 06 13:57:01 UTC 2026","Fri Mar 06 13:57:02 UTC 2026","1051","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"failed","Fri Mar 06 13:56:57 UTC 2026","Fri Mar 06 13:56:57 UTC 2026","238","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"passed","Fri Mar 06 13:57:59 UTC 2026","Fri Mar 06 13:57:59 UTC 2026","211","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"passed","Fri Mar 06 13:56:59 UTC 2026","Fri Mar 06 13:57:01 UTC 2026","1196","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"passed","Fri Mar 06 13:57:59 UTC 2026","Fri Mar 06 13:57:59 UTC 2026","148","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"passed","Fri Mar 06 13:56:56 UTC 2026","Fri Mar 06 13:56:57 UTC 2026","511","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"passed","Fri Mar 06 13:56:59 UTC 2026","Fri Mar 06 13:56:59 UTC 2026","199","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"passed","Fri Mar 06 13:56:57 UTC 2026","Fri Mar 06 13:56:58 UTC 2026","1170","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"passed","Fri Mar 06 13:58:04 UTC 2026","Fri Mar 06 13:58:04 UTC 2026","178","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"passed","Fri Mar 06 13:56:59 UTC 2026","Fri Mar 06 13:56:59 UTC 2026","237","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"passed","Fri Mar 06 13:58:04 UTC 2026","Fri Mar 06 13:58:05 UTC 2026","253","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"passed","Fri Mar 06 13:56:58 UTC 2026","Fri Mar 06 13:56:59 UTC 2026","197","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"failed","Fri Mar 06 13:57:02 UTC 2026","Fri Mar 06 13:57:58 UTC 2026","56935","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"passed","Fri Mar 06 13:56:59 UTC 2026","Fri Mar 06 13:56:59 UTC 2026","203","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"passed","Fri Mar 06 13:56:58 UTC 2026","Fri Mar 06 13:56:58 UTC 2026","196","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"failed","Fri Mar 06 13:57:59 UTC 2026","Fri Mar 06 13:58:04 UTC 2026","5152","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
