"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 26 00:39:30 UTC 2026","Thu Mar 26 00:39:31 UTC 2026","1191","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"failed","Thu Mar 26 00:41:33 UTC 2026","Thu Mar 26 00:41:33 UTC 2026","0","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"passed","Thu Mar 26 00:38:53 UTC 2026","Thu Mar 26 00:38:53 UTC 2026","242","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"broken","Thu Mar 26 00:39:00 UTC 2026","Thu Mar 26 00:39:30 UTC 2026","30003","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"broken","Thu Mar 26 00:41:39 UTC 2026","Thu Mar 26 00:42:09 UTC 2026","30002","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"passed","Thu Mar 26 00:38:54 UTC 2026","Thu Mar 26 00:38:55 UTC 2026","197","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"passed","Thu Mar 26 00:39:31 UTC 2026","Thu Mar 26 00:39:32 UTC 2026","1050","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
"failed","Thu Mar 26 00:39:32 UTC 2026","Thu Mar 26 00:40:28 UTC 2026","55917","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"passed","Thu Mar 26 00:38:52 UTC 2026","Thu Mar 26 00:38:53 UTC 2026","324","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"passed","Thu Mar 26 00:38:53 UTC 2026","Thu Mar 26 00:38:54 UTC 2026","1163","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"broken","Thu Mar 26 00:41:03 UTC 2026","Thu Mar 26 00:41:33 UTC 2026","30003","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"broken","Thu Mar 26 00:40:33 UTC 2026","Thu Mar 26 00:41:03 UTC 2026","30002","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"failed","Thu Mar 26 00:40:28 UTC 2026","Thu Mar 26 00:40:28 UTC 2026","0","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"passed","Thu Mar 26 00:38:54 UTC 2026","Thu Mar 26 00:38:54 UTC 2026","196","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"passed","Thu Mar 26 00:38:54 UTC 2026","Thu Mar 26 00:38:54 UTC 2026","215","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"failed","Thu Mar 26 00:38:55 UTC 2026","Thu Mar 26 00:39:00 UTC 2026","5093","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
