"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 19 00:46:41 UTC 2026","Thu Feb 19 00:46:43 UTC 2026","1633","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username_and_password","Login should fail with wrong username and password."
"passed","Thu Feb 19 00:46:45 UTC 2026","Thu Feb 19 00:46:45 UTC 2026","232","dream_platform.ui.tests","test_login","","","","test_cancel_logout","Test canceling logout keeps user on current page."
"passed","Thu Feb 19 00:46:45 UTC 2026","Thu Feb 19 00:46:48 UTC 2026","2996","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_page_elements",""
"passed","Thu Feb 19 00:47:22 UTC 2026","Thu Feb 19 00:47:23 UTC 2026","653","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_add_and_submit_workflow","Test adding a timesheet entry and submitting the timesheet."
"passed","Thu Feb 19 00:47:01 UTC 2026","Thu Feb 19 00:47:01 UTC 2026","230","dream_platform.ui.tests","test_user_page","","","","test_change_password_modal_elements","Check that change password modal elements are visible."
"passed","Thu Feb 19 00:46:38 UTC 2026","Thu Feb 19 00:46:40 UTC 2026","1650","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_username","Login should fail with wrong username."
"passed","Thu Feb 19 00:47:00 UTC 2026","Thu Feb 19 00:47:01 UTC 2026","396","dream_platform.ui.tests","test_user_page","","","","test_user_profile_page_visible","Check that user profile page elements are visible after login."
"broken","Thu Feb 19 00:46:52 UTC 2026","Thu Feb 19 00:46:59 UTC 2026","6719","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_full_flow","One full orchestrated test: send email → fetch → reset → verify → restore"
"passed","Thu Feb 19 00:47:20 UTC 2026","Thu Feb 19 00:47:22 UTC 2026","2322","dream_platform.ui.tests","test_user_timesheet","","","","test_timesheet_page_ui_elements","Check that Timesheet page elements are visible after login."
"passed","Thu Feb 19 00:46:40 UTC 2026","Thu Feb 19 00:46:41 UTC 2026","1630","dream_platform.ui.tests","test_login","","","","test_invalid_login_wrong_password","Login should fail with wrong password."
"failed","Thu Feb 19 00:46:01 UTC 2026","Thu Feb 19 00:46:08 UTC 2026","6299","dream_platform.ui.tests","test_login","","","","test_admin_valid_login","Admin can log in successfully and see expected elements."
"passed","Thu Feb 19 00:47:01 UTC 2026","Thu Feb 19 00:47:18 UTC 2026","17265","dream_platform.ui.tests","test_user_page","","","","test_password_change_and_login","Test password change workflow and login validation with old/new passwords."
"passed","Thu Feb 19 00:46:43 UTC 2026","Thu Feb 19 00:46:45 UTC 2026","2141","dream_platform.ui.tests","test_login","","","","test_user_valid_login","User can log in successfully and see expected elements."
"passed","Thu Feb 19 00:45:59 UTC 2026","Thu Feb 19 00:46:01 UTC 2026","2823","dream_platform.ui.tests","test_login","","","","test_login_page_elements_before_login","Check that all login page elements are visible before login."
"broken","Thu Feb 19 00:46:08 UTC 2026","Thu Feb 19 00:46:38 UTC 2026","30002","dream_platform.ui.tests","test_login","","","","test_logout","Test logout functionality and returning to login page."
"passed","Thu Feb 19 00:46:48 UTC 2026","Thu Feb 19 00:46:52 UTC 2026","3893","dream_platform.ui.tests","test_forgot_password","","","","test_forgot_password_send_email_ui",""
